ISBN13,Date Read,Bookshelves,Exclusive Shelf,Read Count,My Rating,My Review,Owned Copies
9780992887650,2022/10/20,non-fiction read,read,1,4,"A collection of thoughts on the practice of bouldering, bringing it into conversation with arts and sports as varied as architecture, dance, skateboarding, painting, parkour, martial arts and gymnastics.",1
9798367027891,2022/11/01,tabletop read,read,1,4,"WICKED ONES is a Forged in the Dark tabletop RPG about a group of fantasy monsters building a dungeon, launching raids on the surface to gather a hoard, and pursuing your nefarious master plan.",1
9789188805645,2022/11/02,tabletop read,read,1,4,"MÖRK BORG is a pitch-black apocalyptic fantasy RPG about lost souls and fools seeking redemption, forgiveness or the last remaining riches in a bleak and dying world.",1
9781250798138,2022/11/12,fiction science-fiction read,read,1,3,"Set in 2007, the novel is about a U.S. government coverup of contact with extraterrestrial life. You follow the story of Cora, daughter of an exiled whistleblower, who finds herself in the middle of the whole 'alien' situation.<br/><br/>I haven't read any fiction in almost three years.<br/><br/>I decided to read this.<br/><br/>I somehow was able to read through it all. It was well-written and weird in a bunch of interesting ways.",1
9781250830227,2022/11/20,fiction science-fiction read,read,1,2,"Aliens on Earth in the early/mid 2000s and everything that follows from that. Sequel to Axiom's End, continues Cora's story and adds some new fresh characters (alien and otherwise) into the mix.<br/><br/>This is a sequel to <a href=""https://strategineer.com/books/2022-11-12/"">Axiom's End</a>. Not much to say about it.<br/><br/>I probably should have written more notes about this novel while I was reading it. It's been about a month and a half now and I've forgotten a lot...<br/><br/>I don't think I want to read the next book in this trilogy... I probably shouldn't but I might anyway, sunk cost fallacy and all that.",1
9781804990315,2022/11/28,fiction fantasy comic read,read,1,5,"An incompetent wizard is tasked with protecting a visitor visiting from a faraway land. A fantasy novel for people who don't like fantasy novels.<br/><br/>I've read a lot of fantasy in my day (I kind of hate fantasy now) but nothing quite like this. Somehow I had never read anything by Terry Pratchett, I started by reading his first novel (of many) set in his Discworld universe.<br/><br/>The Colour of Magic (and I suspect many of the Discworld books) is a fantasy book for people who've grown tired of fantasy tropes and are looking for a talented (British) writer to poke fun at them while simultaneously using the fantasy setting to poke fun at the real world.<br/><br/>Given that I recently tried to read the Wheel of Time series of books and wanted to poke my eyes out, I read this book at the right time and the right place and I can't wait to read more.",1
9780552171892,2022/12/10,fiction comic read,read,1,3,"A cool guy devil and a flamboyantly effeminate angel living on Earth try to stop the end times from happening because they've come to enjoy all of Earth's pleasures (mosly driving fast cars and reading, respectively). Also, there's the anti-christ, a descendant of a prophet who's predicted everything, some dude, etc. There's a lot going on here.<br/><br/>On the heels of reading <a href=""https://strategineer.com/books/2022-11-28/"">the Colour of Magic</a> and enjoying it a lot I decided to read Good Omens. I've read a lot of Neil Gaiman and I've enjoyed most of his work so I decided that it was about time I read this book.<br/><br/>As I started reading, I realized that I had tried to read this book probably over a decade ago and dropped it (I don't remember why).<br/><br/>Good Omens starts off strong and ends strong, and I've come to appreciate the middle part more and more as I've taken some distance from the book. But, in the moment, actually reading it, I found the middle to be boring and meandering at times.<br/><br/>Maybe this is because the book was written by two authors?<br/><br/>Despite this, Good Omens is unique and I can recommend it.",1
9780374602666,2022/12/23,fiction science-fiction short-story-collection read,read,1,3,"A collection of science-fiction short stories that'll make you go ""huh, interesting..."" and might encourage you to think about how technology affects your life currently and how it might affect it in the not so distant future.<br/><br/>I liked this one a lot.<br/><br/>If you're looking for a lot of bite-sized science-fiction stories that (mostly) pack a lot of punch then here you go.<br/><br/>It's easy to blast through a book like this, going from each story to the next without really thinking about it too much. This isn't an ideal way for me to read but instinctually I want to do this.<br/><br/>I think this instinct comes from my childhood where I spent a lot of time reading as an escape from my life. Now, I'm less interested in escaping and more interested in understanding more about the world and myself through reading.<br/><br/>Next time I read a collection of short stories like this I'll have to keep this in mind.",1
9780307356543,2023/01/08,fiction science-fiction dystopian read,read,1,3,"Brave New World is a dystopian novel from 1932 about dystopian shit and it has a lot to say about the dystopia we're currently living in.<br/><br/>Brave New World was on some kind of reading list when I was in high school (don't ask me why). I didn't understand much of it because I was reading it in French (French from France that is) and I lacked the vocabulary to fully understand even a quarter of the sentences I was reading.<br/><br/>In <a href=""https://strategineer.com/books/2022-05-01/"">Amusing Ourselves to Death</a>, Neil Postman compares Aldous Huxley's Brave New World with George Orwell's 1984 and recommends we reevaluate the relative importance of both works. He is frustrated with the fact that 1984 is more widely read than Brave New World. In his eyes, Brave New World much more accurately predicts and reveals to us the problems in the dystopic world we're living in now, and I agree with him.<br/><br/>Reading his thoughts on Brave New World as well as hearing it mentioned on a podcast I've fond of (Play, Watch, Listen) led me to the conclusion that I should read this book again and try to understand it.<br/><br/>So here we are.",1
9781443428453,2023/05/03,fiction science-fiction read,read,1,3,"The Annihilation book was OK but the movie is better.<br/><br/>Please do yourself a favor and do not read the rest of the novels in this series.<br/><br/>After forcing my way through the entire Southern Reach trilogy, I've decided to never read another Jeff VanderMeer novel.<br/><br/>Any goodwill I might have had for the author after reading Annihilation was siphoned away by the other two novels in the series.",1
9781250306081,2023/05/11,fiction science-fiction short-story-collection read,read,1,2,"To Hold Up the Sky is a collection of short stories from Liu Cixin who's mostly known for his Three Body Problem trilogy.<br/><br/>This collection is a mixed bag. The stories range from very bad, to middling to great. Two (out of eleven) stories really spoke to me and the rest were mostly meh.",1
9781447273301,2023/05/20,fiction science-fiction slay read,read,1,5,"A very human story with Alien aliens, AI/human constructs and time ""travel"".<br/><br/>The first Adrian Tchaikovsky story I read and perhaps the best. Once you pick this book up, you won't be putting it back down until it's done.",1
9781526622433,2023/05/30,fiction slay read,read,1,5,"I guess this is what happens when a tremendously successful author with a single published novel to her name spends 16 years writing another one.<br/><br/>I read Susanna Clarke's first novel, Jonathan Strange and Mr. Norrel, as a kid and, now, I've forgotten what it was about and if I enjoyed it (or not).<br/><br/>After reading Piranesi, I'm unlikely to forget this one and how I felt reading through it.",1
9780756412777,2023/06/01,unowned did-not-finish read,read,1,0,,0
9781509865857,2023/06/03,fiction science-fiction read,read,1,4,"<b>""We're going on an adventure!""</b><br/><br/>If you liked the previous novel in this series, Children of Time, you're likely to enjoy this one just as much if not more (I definitely did). If you haven't read it, I suggest you start with that one (also great) and then read this sequel. Otherwise, you'll be missing out.<br/><br/>Both novels take place in universes that feel very grounded in reality. The way in which the various species present evolve over time, communicate with each other, perceive the world around them and interact with it, feels satisfyingly plausible while simultaneously feeling truly alien.<br/><br/>These books put you in the shoes of wildly different characters (humans as well as very alien aliens) to tell a story spanning wide swathes of time and space.<br/><br/>The stories being told are enjoyable and tense romps, if that's what you're looking for. If you're interested in digging a little deeper, these stories might encourage you to explore and discuss various philosophical ideas/questions relating to consciousness, intelligence (artificial or otherwise), how are senses impact our perception of the world and thus determine how we're capable of interacting with it, and more.<br/><br/>When I saw that my copy of Children of Time had a quote on the front cover describing it like so: ""this is really smart fiction"" I cringed. But after reading it and its sequel, I think I get it now.",1
9781481497497,2023/06/07,fiction science-fiction read,read,1,4,"<b>Which of us are people and which of us are meat?</b><br/><br/>Let's set the stage (you can read all of this on the front cover so no spoilers):<br/><br/>In Space Opera, an intergalactic World War 2-stand-in breaks out, causing much destruction and suffering (while humans remain woefully unaware of this).<br/><br/>As a result of this confrontation, the remaining alien civilizations unite and organize a Eurovision-esque contest (the Metagalactic Grand Prix) to determine how the resources of the galaxy will be shared amongst the participants for the following year (based on their relative ranking in contest).<br/><br/>Importantly, if a civilization is participating in the competition for the first time then coming in last place leads to them being exterminated.<br/><br/>Of course, eventually, humans find themselves participating for their first time and send an oddball duo of has-been musicians who've either settled down (and ""sold out"") or wasted the rest of their lives away trying to recapture the success of their youth.<br/><br/>Hijinks ensue.<br/><br/>The novel executes on this wacky premise in a comedic way reminiscent of Douglas Adam's Hitchhiker's Guide to the Galaxy. I actually laughed out loud quite a few times and that's something i cherish because writing comedic novels is anything but easy.<br/><br/>The novel has a unique voice that might rub some people the wrong way. The way that the many run-on sentences were written gave the text an almost lyrical vibe that felt like a good fit given the premise of the book.<br/><br/>I would have given Space Opera a 5/5 but unfortunately I feel as though the book would have benefited greatly from more of a focus on the main character Danesh and his partner in crime Oort. Spending more time with them, experiencing their newly expanded world (filled with many alien aliens) from their perspective would have been great. Instead, many chapters are spent describing in detail the events/winners of past Metagalactic Grand Prix(s).<br/><br/>These chapters are fine in isolation but, within the context of the rest of the novel, they clash with the more personal chapters preceding and following them leading to a less fulfilling read (at least for me).<br/><br/>Overall, I recommend Space Opera if you're looking for something light, that might make you smile and chuckle more than you would expect.",1
9780765376466,2023/06/12,fiction fantasy read,read,1,5,"I really loved it...<br/><br/>I was skeptical at first (I've been burned too many times by boring and tropey fantasy novels that so many people love) but V. E. Schwab reeled me in with some gritty and edgy fantasy that felt really ""real"" to me.<br/><br/>I was so immersed in the world that I was tearing up by the end of the book which doesn't happen to me very often (one character's arc really spoke to me)<br/><br/>I can't wait to read the rest of novels in this series, here's hoping that they're just as good as this one if not better.",1
9782501140812,2023/06/15,unowned read,read,1,2,,0
9780778307877,2023/06/17,fiction autism slay read,read,1,5,"Cassandra in Reverse is a novel about a woman in her early 30s with a fascination for Greek mythology who has just been dumped by her boyfriend of 4 months and fired from her job in PR.<br/><br/>In that moment, something snaps and she gains the ability to go back in time. She becomes like her namesake from myth who could see into the future but was cursed to never be believed.<br/><br/>Cassandra begins to use her power to change her past, present and future and, in doing so, discovers who she is and who she wants to become.<br/><br/>That's the gist of it. It's a really well told story (with properly thought out time travel mechanics) that will keep you hooked and waiting with expectation to see what happens next.<br/><br/><b>Everything is too far away and too close at the same time, too loud and also too quiet; a yellow door, an orange can, a blue sliver of sky, a dropped navy glove, the red ring around a street sign; a kaleidoscope turning.</b><br/><br/><b>A pigeon flaps violently and I put my hands over my face.</b><br/><br/><b>It's coming.</b><br/><br/><b>It's coming and without my banana muffin there is nothing I can do to stop it.</b><br/><br/>Like a cathartic Greek myth, Cassandra in Reverse has high highs and low lows (and everything in between) that'll make you smile and cry (or at least tear up a little if you're an emotionally stunted man child like me hehehe).<br/><br/>Cassandra reads as autistic from page 1. The dust jacket describes the author as having received an autism diagnosis in 2021. From the very start, it's obvious that Cassandra in Reverse is about autism.<br/><br/>All the challenges Cassandra faces at the start of the novel are the result of her being autistic and living in world (like our own) that is usually unfriendly and, sometimes, outright hostile to people who think and act differently than the majority (including autistic people).<br/><br/>As a fellow autist, I found Cassandra's journey very relatable (not the ""being able to control time"" part but the ""being an autist"" part).<br/><br/>Reading through it and relating Cassandra's struggles to my own gave me a boost of positive energy and good vibes that I was craving. There's something magical about reading a book that feels purposefully written to cater to you and your interests.<br/><br/>Depictions of autism in media are mostly terrible. This skews the public perception of autism making it that much harder to get people to understand what it actually is and how it affects people.<br/><br/>Cassandra in Reverse portrays an autistic character so well that it serves as a crash course into what autism can look like. This depiction can allow readers to gain a better understanding of autism and, in doing so, might lead some readers down the path of diagnosis and, hopefully, a better life.<br/><br/>I can attest to the fact that being autistic and not knowing about it is one of the worst experiences I've lived through (not everybody lives through it).<br/><br/>Everything you do is wrong and you don't understand why. People look at you funny and you don't understand why. You have to fight tooth and nail for things that come naturally to other people.<br/><br/>It can negatively impact every single part of your life and it really sucks.<br/><br/>Once you understand what autism is and how it affects you, you can finally have a chance at leading a life of happiness instead of one of constant alienation.<br/><br/>If reading Cassandra in Reverse is what it takes to make someone go from not knowing about their autism to knowing about it then not only is it a well written novel that'll make you FEEL THINGS (tm) but it's also providing an invaluable service to humanity.<br/><br/>And so, I'm giving it 5 stars and nobody can stop me.",1
9780765387462,2023/06/18,fiction fantasy read,read,1,4,"It was an enjoyable romp but doesn't necessarily hit the highs of the previous books in the series. As the third and final(ish) book in the series I was expecting something a little bit more. Or maybe I was expecting a little bit less, a more tightly edited and polished story. Either would have been nice.<br/><spoiler><br/>Here's some thoughts:<br/>- It's difficult to tell a story about an antagonistic character who is basically a god. You have to constantly give reasons to explain why they don't just kill everybody and achieve their evil goals. More than either of the two previous books, I had to shut my brain off and just enjoy the ride no matter how implausible the plot felt at times.<br/>- Giving minor characters their own POV chapters brought a lot of life into them. Making the world feel a little more interesting and less centered around the larger than life main characters. Unfortunately all these characters are eventually killed off, which ends up feeling a little cheap.<br/>- Kell is a bit of a boring character. He doesn't really have an arc or change at all from the start of the story all the way through to the end. That said, most characters in this series are pretty stable in terms of their goals and beliefs throughout the story but at least they're a bit more interesting than Kell.<br/>- The side story where most of the main characters escape from the city in search of the MacGuffin feels like filler. Also, I hate MacGuffins.<br/>- A bunch of characters bite their lip and I don't think that's an actual thing people do (other than in Twilight). Please correct me if I'm wrong.<br/><br/>Overall I enjoyed the time I spent with the book (and the series as a whole) but I think I would have enjoyed it more if it was a little shorter.<br/><br/></spoiler>",1
9781473647688,2023/06/21,fiction science-fiction read,read,1,4,"The Galaxy, and the Ground Within is a science fiction novel about a diverse cast of characters from all over the galaxy, stuck at an inter-planetary truck stop for an indeterminate span of time, getting to know one another and helping each other overcome (or make peace with) problems in their personal lives.<br/><br/>As the characters learned about each other and gradually opened up about themselves, I started to see parts of myself reflected in them making me feel invested in the mostly low stakes interactions occurring between the characters.<br/><br/>I've seen complaints about the book not having a plot that propulses the characters forward. Although that's mostly true, I don't think this book needs one.<br/><br/>This is a story about people, it focuses on them and their evolving relationships with one another, finding common ground despite their differences. That's more than enough to keep someone enraptured for however long it takes them to read the book (I know I was).<br/><br/>But if you're looking for a story about a ragtag group of underdogs overcoming stacked odds to save the universe, you'll have to look elsewhere.<br/><br/>If you're looking for something a little bit out there, and are ok with reading something with less action, less sex (although there is some of that) and fewer universe ending apocalypses than you're used to, then I can highly recommend this book.<br/><br/>Here be spoilers, you've been warned:<br/><spoiler><br/>The book has an optimistic tone but it isn't wishy-washy when it comes to the grittier topics it tackles. For example, one of the characters, Speaker, is a member of a species that is very clearly a stand-in for Jewish people (systemically oppressed/enslaved, forced to be nomads with no land to call their own, etc).<br/><br/>NB: I would love to hear an expert talk about this portrayal. I can't point fingers necessarily but I definitely raise an eyebrow at the author's choice to portray the Jewish stand-in race as tiny gremlins with hooks for hands.<br/><br/>This book doesn't shy away from portraying the systemic discrimination that Speaker and her species is subjected to. By the end of the book, systemic discrimination isn't ""solved"" but the characters come to terms with their differences, their prejudice and tackle them head on.<br/><br/>This lines up with real world social psychology theories on how to go about successfully breaking down barriers and achieving understanding and compassion between different groups of people. My knowledge of the social psychology behind this combined with this portrayal helped make this story feel believable to me.<br/><br/>One minor complaint I have is that every character has a tragic backstory (or is going through puberty) that is revealed over the course of the book. It feels a little melodramatic but I eventually got over it. Because of this and the fact that most ""scenes"" involve characters standing around and talking to each other, the novel feels more like a dramatic play than a book. This isn't a bad thing, it's just something I noticed.<br/><br/>I think we're going to see a lot of authors copy Becky Chambers's writing style in the coming years. What she's doing in this book seems like a recipe for success and I expect her to cash in on this format, rightfully so. And I'm excited to read the other books she's written in this series, the rest of her work.<br/><br/></spoiler>",1
9780552149433,2023/06/23,fiction fantasy comic slay read,read,1,5,Going Postal is my favorite Terry Pratchett novel. I'm facepalming right now for not writing my thoughts down about this book.,1
9780552148405,2023/06/24,fiction fantasy comic read,read,1,4,"A few different cooky POV characters doing their own thing, eventually meet up to save big T Time.<br/><br/>The second Terry Pratchett book I read, I preferred Going Postal but this one is no slouch.",1
9781529087185,2023/06/28,fiction science-fiction read,read,1,5,"<b>""They think.""</b><br/><br/><b>""Not thinking like us, though.""</b><br/><br/><b>""Well that's to be expected.""</b><br/><br/>||| Minor spoilers below about the basic premise of the series/novel |||<br/><spoiler><br/><br/>Children of Memory is the third novel in the Children of Time series by Adrian Tchaikovsky. It follows in the footsteps of the first two books by giving us another story about characters (various uplifted species, human/AI constructs and one fungi species) being thrust together onto another planet.<br/><br/>As per usual, hijinks ensue.<br/></spoiler><br/>||| Spoilers how the story is told |||<br/><spoiler><br/><br/>I think that the two previous books had better pacing and were more interesting rollercoaster rides. This one isn't bad per say but I didn't like it as much. The story is told out of order and that's usually a hard sell for me (although I did appreciate being told when/where the chapters were taking place in the timeline).<br/><br/>Children of Memory fell a little flat for me because I prefer novels that don't withhold information from the reader to inject mystery and intrigue into a story instead of just telling an interesting story in the first place. Children of Memory feels more like an M. Night. Shyamalan movie this time around.<br/></spoiler><br/>||| More spoilers ahead |||<br/><spoiler><br/><br/>Withholding a bit of information is fine as long as the story being told holds up on its own without the reader knowing about the ""twist"". There's a few chapters that feel pretty miserable to read because they're sort of remixes of previous chapters (the child POV also didn't really help with this). At times it felt like Adrian was padding out the page count instead of trying to tell an interesting story.<br/><br/>Overall, I enjoyed reading through Children of Memory. I applaud it for being a little avant garde in terms of how the story is told but I'm not sure that it completely sticks the landing.<br/><br/>If you're a fan of the series or you're interested in unpacking some of the philosophical questions raised by the book, I can recommend it.<br/><br/><b>""You don't think what they have here, their culture, their traditions, is worth preserving?"" Miranda asks, because to her it absolutely is. It's different, and difference is the only resource the universe is short of. So much of it is just empty sameness. Life is rare, and needs to be studied and admired and encouraged to be itself.""</b><br/><br/></spoiler>",1
9780552138901,2023/07/03,fiction fantasy comic read,read,1,4,"Terry is dedicated to the bit. More than anything he is committed to creating absurd worlds that feel real. His work has aged beautifully because the world we live in is as absurd as it's ever been and it's only getting more absurd from here on out.<br/><br/>Small Gods is about an autistic savant (pour a drink every time Terry Pratchett includes an autistic character in one of his Discworld books) named Brutha who is a lowly priest/monk in the church of Om. Hijinks ensue.<br/><br/>It turns out that Brutha is the only true believer of Om (everyone else only believes in the rules, the hierarchy, the organisation of the church, everything except the actual deity). And so, when Om finds himself reincarnated as a turtle (because only one person believes in him), he can only communicate with Brutha and no one else.<br/><br/>The unlikely pair form a bond and travel together as Brutha, using his eidetic memory, helps Vorbis, the head of the Quisition, with his plan to conquer the blasphemous Ephebians (Greek-esque philosophers).<br/><br/>Along the way, Brutha and Om meet a bunch of wacky characters with whom they discuss religion and philosophy giving Terry Pratchett ample opportunity to poke fun at both.<br/><br/>I enjoyed Small Gods quite a bit. After reading about half a dozen of Terry Pratchett's Discworld novels, I can say that they feel consistently well written and familiar to me but manage to avoid being formulaic.<br/><br/>There's something about the way he writes that leaves me with a constant smile on my face. Small Gods is not my favorite of his books (Going Postal is really really good y'all) but it comes pretty close.",1
9781982152611,2023/07/05,fiction trash read,read,1,1,"Uhhhhhh. Heavy sigh.<br/><spoiler><br/>It's got a twist.<br/><br/>Yayyyyyyyyyyyyy<br/><br/>I loooooOooOoove twists.<br/><br/>Especially when the foreshadowing of the twist is indistinguishable from terrible writing (absurd internal monologues, nonsensical dialogue between characters) on your first, and probably last, reading of the text.<br/></spoiler><br/>SPOILER ALERT<br/><br/>SPOILER ALERT<br/><br/>SPOILER ALERT<br/><spoiler><br/>Canonically, the book you're reading, except for the flashforward interstitials between most chapters, was written by an autistic man who kills himself by the end of the book (a truly inspirational tale, thank you so much for your service Iain).<br/><br/>Iain could have made an attempt at portraying this autistic character with dignity throughout pivotal moments of his life (the ups and downs). Instead he chose to write a book about a delusional and clinically depressed autistic man who kills himself because he is crippled by regret (relatable) and has nothing to live for.<br/><br/>I hesitate to say that this book is bad. For me, the way the story is told combined with how depressing it is made it hard for me to appreciate the text for what it is. If I squint real hard, I can see another version of myself enjoying this book.<br/><br/>I think that ""I'm thinking of ending things"" is a good piece of art because of how confused and angry it makes me.<br/><br/>Overall though, it's not for me.<br/><br/></spoiler>",1
9781250214713,2023/07/06,fiction science-fiction read,read,1,4,"All Systems Red is about a sentient robot-human hybrid, calling themselves Murderbot, a slave to a mega corporation, tasked with protecting the humans it's told to protect.<br/><br/>All Systems Red is a novella written by Martha Wells, the first in her Murderbot Diaries series.<br/><br/>The titular Murderbot is a sentient robot-human hybrid, a slave to a mega corporation, tasked with protecting the humans it's told to protect.<br/><br/>Unbeknownst to anyone, Murderbot has hacked its governor module, granting it the ability to refuse any orders given by its corporate overlords.<br/><br/>Once again, Murderbot finds itself protecting humans, prospectors surveying a planet, when things start going wrong.<br/><br/>Hijinks ensue.<br/><br/>What impressed me most with All Systems Red was how Martha Wells was able to make Murderbot so believable and so easy to emphasize with.<br/><br/><b>So, I'm awkward with actual humans. It's not paranoia about my hacked governor module, and it's not them; it's me. I know I'm a horrifying murderbot, and they know it, and it makes us both nervous, which makes me even more nervous.</b><br/><br/>I don't know about you but I'm not a horrifying murderbot. I am autistic though and if you replace ""horrifying murderbot"" with ""autist"" in the quote above, that's a pretty accurate description of what it feels like at times.<br/><br/>Murderbot's struggle with social anxiety throughout the novella was depicted very well and it really resonated with me.<br/><br/>Secondly, in a sense, we're all Murderbot.",1
9780399573262,2023/07/07,non-fiction memoir slay read,read,1,5,,1
9780552152679,2023/07/12,fiction fantasy comic read,read,1,5,"Thud! by Terry Pratchett tells the story of Sam Vimes, head of the Ankh-Morpork City Watch, and his fellow coppers trying to solve a dwarf's murder. The upcoming anniversary of the thousands years old Battle of Koom Valley is keeping tension high between the dwarves and the trolls; making it harder for the constables of the Watch to keep the peace and solve the crime.<br/><br/>Thud! is a Terry Pratchett novel through and through. There's ample comedy interlaced with impactful action scenes with just a little bit of drama sprinkled in. This time around, it's a little grittier and darker than usual.<br/><br/><b>It would be a lot simpler [...] if this was a story. A sword is pulled out of a stone or a magic ring is flung into the depths of the sea, and with general rejoicing the world turns.</b><br/><br/><b>But this was real life. The world didn't turn, it just went into a spin.</b><br/><br/>Thud! is about prejudice. The main plot as well as every sub plot has something to say about prejudice, how it can cloud our judgement and prevent us from doing the right thing and treating everyone with the respect they deserve.<br/><br/>The choice to have the protagonist be a prototypical white man in a position of power is great because I would have had a hard time taking the novel seriously if Terry Pratchett, a very white man, had chosen to tell this story from the perspective of a minority.<br/><br/>Sam Vimes is an honest man doing the best he can but sometimes that's just not good enough. So, for me, throughout the novel, he flip-flopped between being the hero I was rooting for and the antihero I loved to hate.<br/><br/><b>Minor story spoilers</b><br/><spoiler><br/>An example of this is when Sam Vimes suffers a particularly heinous attack from a few deep dwarves. He feels extremely angry and frustrated about this (rightfully so) but unfortunately he expresses that anger by mistreating other dwarves who had nothing to do with the attack.<br/><br/>This hits home for me because it's something we see time and time again in our own world.<br/><br/>For example, post-911, Muslims around the world suffered from an increase in hate crimes against them. This is a tragedy because the actions of a few extremists (completely divorced from Islam) led to all this hate being directed towards the wrong people. Another more recent example of this was post-COVID, there was a similar increase in hate crimes towards Asian people who, obviously, had nothing to do with COVID, other than suffering because of it like everyone else.<br/><br/>So when Vimes starts getting pissed at dwarves in the same way, it felt real.<br/></spoiler><br/>Thud! is filled with situations like this; touching on issues like discrimination in the workplace, police brutality, racism, etc. that lend a weight to the story that isn't usually present in other Discworld novels. I'm really into it!<br/><br/>Thud! was published right after Going Postal (which is my favorite Discworld novel I've read so far) and they seem to share quite a bit of DNA. With Going Postal dealing with capitalism, toxic corporate culture, bureaucracy (and more!) instead of the topics covered in Thud!.<br/><br/>If you like Going Postal, you might like Thud! (and vice-versa). I love both tremendously.<br/><br/>As of right now, Thud! has taken my second favorite Terry Pratchett novel slot; bumping Thief of Time down to a respectable third place.<br/><br/>You can't go wrong with Terry Pratchett. He's just so consistently good at what he does, and I love his work because of it.",1
9781250186928,2023/07/13,fiction science-fiction read,read,1,3,"The Murderbot Diaries series so far have been extremely cyberpunk.<br/><br/>- Murderbot hacks its own brain (or part of it) and tells us about it on page 1 of the first novella.<br/>- People with cybernetic enhancements are so commonplace that Murderbot can (with a little help) disguise itself like one of them and no one bats an eye.<br/>- From the very start, the story is focused on big corporations having a lot of control and the consequences of that on the workers and slaves (like Murderbot) in the system.<br/><br/><b>It was a relief to have my clients headed back to safety. But it felt odd to be back on my own again, working for no one except myself.</b><br/>- The two main characters in this novella are a human robot hybrid and a sentient transport ship who spend a lot of time ""Netflix and Chilling"" with each other in cyberspace.<br/><br/><b>I pinged the transport again and gave it the same offer I had given the first transport: hundreds of hours of media, serials, books, music, including some new shows I had just picked up on the way through the transit mall, in exchange for a ride.</b><br/>- Murderbot spends most of its time in this novella either ""Netflix and Chilling"" with ART or hacking cyberspace security systems to prevent its incompetent clients from being murdered.<br/>- Murderbot is working as a freelancer and is forced into participating in the gig economy to stay afloat. If it gets hurt on the job, well too bad, it'll have to figure out how to deal with its injuries on its own.<br/><br/>This is very cyberpunky and I like it.<br/><br/>Overall, I enjoyed the novella but the high level of plot-driving stupidity on display from Murderbot's clients this time around prevented me from being as invested in the narrative, compared to All Systems Red.<br/><br/>I really enjoyed the interactions between Murderbot and ART though. I'm really invested in Murderbot's journey and seeing where it goes from here.<br/><br/>PS: There's a lot of horrific ideas I've been introduced to in the Murderbot Diaries series so far but one of them rises above and beyond all of the others in terms of how wild it is.<br/><br/>It blows my mind that there are people in this universe who, for whatever reason (hopefully there's satisfying answers/context for this later down the line), choose to have committed relationships with 8+ other people who also happen to be their coworkers.<br/><br/>Being in a relationship with 8 other people? I can see that.<br/><br/>Being in a relationship with 1 coworker? That's probably fine.<br/><br/>Imagine being married to not ONE but ALL of your coworkers... Really think about that.",1
9781250191786,2023/07/14,fiction science-fiction read,read,1,3,,1
9781250191854,2023/07/15,fiction science-fiction read,read,1,3,,1
9781250229861,2023/07/16,fiction science-fiction read,read,1,3,,1
9781250765376,2023/07/17,fiction science-fiction read,read,1,3,,1
9780552134651,2023/07/20,fiction fantasy comic read,read,1,3,,1
9780062936011,2023/07/22,fiction science-fiction read,read,1,2,"Humm...<br/><br/>It was OK.<br/><br/>Unlike The Galaxy and The Ground Within (also written by Becky Chambers), this novella doesn't have a lot of space (see what I did there?) to develop its characters and have you care about them.<br/><br/>There's a little bit of tension as the crew navigates to each planet they've been tasked with scouring for life. Will they be ok? What will they find? Etc.<br/><br/>But it was hard for me to care.<br/><br/>I powered through the novella because Becky Chambers's writing style is easy to read but I'm not sure I got much out of reading it.",1
9781401946593,2023/07/23,philosophy read,read,1,5,,1
9781515444985,2023/07/25,fiction science-fiction detective-fiction comic slay read,read,1,5,"<b>In fair puzzles there should always be a way out. But I saw no doorways in the sand, and try as I might I could not make the puzzle fall fair.</b><br/><br/>Doorways in the Sand tells the story of Fred Cassidy the ""Eternal Student"", a man who's spent 13 years of his life as an undergrad.<br/><br/>He does everything he can to avoid getting a degree so he can continue benefiting from his uncle's generous will, predicated on him being in school (once he graduates he'll be cut off).<br/><br/>Fred's idyllic existence is disrupted by the theft of a priceless alien artifact, the star-stone. He's a person of interest for reasons outside of his control and so he is pursued by humans and aliens alike who think he can help them find the stone (can he?).<br/><br/><b>""You are a living example of the absurdity of things.""</b><br/><br/>Hijinks ensue.<br/><br/>I loved Doorways in the Sand. Fred, as a lovable rogue, is great and reading about him dealing with the many absurd and surreal situations he found himself in brought me a lot of joy.<br/><br/>The text has aged remarkably well. If you told me that it was written yesterday (and not almost 50 years ago), I would believe you.<br/><br/>The text is funny and had me smirking and laughing my way through it.<br/><br/><b>Turning, I saw Rick Liddy, an English major with an answer for everything except what to do with his degree come June.</b><br/><br/>Also, Fred reminded me a lot of Moist von Lipwig from Terry Pratchett's novel Going Postal which might explain why I loved Doorways in the Sand so much.<br/><br/>KOOB EHT DEAR! KOOB EHT DEAR! KOOB EHT DEAR!",1
9781416556961,2023/07/27,fiction science-fiction read,read,1,5,"Hello? Ursula?<br/><br/><spoiler> Gaslight, Manifest, Philosophize. </spoiler>",1
